ID;Disciplina;Pageviews;UniquePageviews;BounceRate;Year;AverTimePage;Zemlja;Kontinent;OblastStudija
5871;Tehnologija;318;298;35.85%;2014;00:00:59;Kina;Azija;Tehničke nauke
5872;Ekonomija, bankarstvo i finansije;619;592;51.39%;2014;00:00:54;Grčka;Evropa;Društvene nauke
5873;Arhitektura i urbanizam;690;649;62.46%;2014;00:01:25;Kina;Azija;Tehničke nauke
5874;Filologija;704;670;71.00%;2014;00:01:07;Grčka;Evropa;Humanističke nauke
5879;Matematika;1738;1648;73.75%;2014;00:01:18;Bugarska;Evropa;Prirodne nauke
5880;Ekonomija, bankarstvo i finansije;819;764;59.84%;2014;00:01:20;Nemačka;Evropa;Društvene nauke
5881;Saobraćaj;992;946;59.96%;2014;00:01:12;Novi Zeland;Australija;Tehničke nauke
5884;Menadžment;375;337;73.74%;2014;00:02:01;Online;Online;Društvene nauke
5885;Menadžment;488;456;57.07%;2014;00:01:22;Nemačka;Evropa;Društvene nauke
5886;Ekonomija, bankarstvo i finansije;354;333;59.84%;2014;00:01:38;Grčka;Evropa;Društvene nauke
5887;Informacione tehnologije;484;449;59.73%;2014;00:01:27;Švajcarska;Evropa;Tehničke nauke
5888;Medicina;499;466;44.78%;2014;00:01:12;Singapur;Azija;Medicinske nauke
5889;Pedagoške nauke;1132;1068;74.73%;2014;00:01:21;Australija;Australija;Društvene nauke
5891;Ekonomija, bankarstvo i finansije;283;266;62.07%;2014;00:00:59;Nemačka;Evropa;Društvene nauke
5893;Elektrotehnika;207;198;77.57%;2014;00:00:59;Australija;Australija;Tehničke nauke
5895;Političke nauke;1363;1283;58.95%;2014;00:01:10;Nemačka;Evropa;Društvene nauke
5896;Filologija;1281;1212;43.07%;2014;00:01:18;Izrael;Azija;Humanističke nauke
5897;Političke nauke;544;514;31.34%;2014;00:01:41;Nemačka;Evropa;Društvene nauke
5899;Ekonomija, bankarstvo i finansije;828;754;37.45%;2014;00:00:58;Italija;Evropa;Društvene nauke
5900;Ekonomija, bankarstvo i finansije;667;627;58.06%;2014;00:01:07;Francuska;Evropa;Društvene nauke
5901;Matematika;68;66;70.69%;2014;00:03:54;Francuska;Evropa;Prirodne nauke
5902;Biološke nauke;2199;1981;59.98%;2014;00:01:45;Italija;Evropa;Prirodne nauke
5903;Informacione tehnologije;586;536;72.27%;2014;00:01:25;Austrija;Evropa;Tehničke nauke
5904;Zaštita životne sredine (ekologija);2263;2111;59.40%;2014;00:01:26;Nemačka;Evropa;Prirodne nauke
5905;Medicina;275;258;43.75%;2014;00:00:59;Turska;Evropa;Medicinske nauke
5906;Političke nauke;1015;933;64.84%;2014;00:01:53;SAD;Severna Amerika;Društvene nauke
5908;Filologija;574;556;67.20%;2014;00:01:24;Slovačka;Evropa;Humanističke nauke
5909;Sociologija;195;181;63.64%;2014;00:00:49;Nemačka;Evropa;Društvene nauke
5911;Političke nauke;477;451;40.70%;2014;00:01:04;Italija;Evropa;Društvene nauke
5913;Ekonomija, bankarstvo i finansije;509;470;65.10%;2014;00:01:44;Luksemburg;Evropa;Društvene nauke
5915;Ekonomija, bankarstvo i finansije;373;350;56.43%;2014;00:01:48;Španija;Evropa;Društvene nauke
5916;Političke nauke;133;124;61.54%;2014;00:01:01;Jermenija;Azija;Društvene nauke
5917;Ekonomija, bankarstvo i finansije;35;33;0.00%;2014;00:00:36;Italija;Evropa;Društvene nauke
5918;Medicina;287;268;29.73%;2014;00:00:53;Japan;Azija;Medicinske nauke
5919;Političke nauke;1024;967;30.77%;2014;00:01:21;Nemačka;Evropa;Društvene nauke
5920;Menadžment;536;509;45.34%;2014;00:01:58;SAD;Severna Amerika;Društvene nauke
5921;Ekonomija, bankarstvo i finansije;100;98;72.34%;2014;00:01:20;Portugal;Evropa;Društvene nauke
5922;Informacione tehnologije;63;57;50.00%;2014;00:01:34;UK;Evropa;Tehničke nauke
5923;Političke nauke;150;139;54.29%;2014;00:01:46;Belorusija;Evropa;Društvene nauke
5924;Ekonomija, bankarstvo i finansije;2080;1914;60.72%;2014;00:01:23;SAD;Severna Amerika;Društvene nauke
5925;Filozofija;133;125;39.62%;2014;00:00:50;Nemačka;Evropa;Humanističke nauke
5926;Upravne i organizacijske nauke;828;774;77.64%;2014;00:01:57;SAD;Severna Amerika;Društvene nauke
5927;Istorija i teorija umetnosti;242;217;44.74%;2014;00:01:14;Norveška;Evropa;Umetnost
5928;Farmacija;203;183;79.10%;2014;00:02:09;UK;Evropa;Medicinske nauke
5929;Matematika;284;274;53.39%;2014;00:01:11;Austrija;Evropa;Prirodne nauke
5930;Arhitektura i urbanizam;188;180;33.33%;2014;00:01:06;UK;Evropa;Tehničke nauke
5933;Matematika;60;56;52.63%;2014;00:02:11;Luksemburg;Evropa;Prirodne nauke
5935;Pravo;99;94;57.89%;2014;00:00:55;Luksemburg;Evropa;Društvene nauke
5936;Istorija;115;111;45.45%;2014;00:01:25;Luksemburg;Evropa;Humanističke nauke
5937;Informacione tehnologije;2040;1931;69.79%;2014;00:01:30;Srbija;Evropa;Tehničke nauke
5938;Ekonomija, bankarstvo i finansije;399;375;58.52%;2014;00:01:22;Belgija;Evropa;Društvene nauke
5939;Filmska umetnost;404;395;58.39%;2014;00:01:00;Grčka;Evropa;Umetnost
5940;Zaštita životne sredine (ekologija);518;477;52.05%;2014;00:01:04;Danska;Evropa;Prirodne nauke
5941;Ekonomija, bankarstvo i finansije;288;278;59.60%;2014;00:01:10;Nemačka;Evropa;Društvene nauke
5943;Fizika;420;388;52.00%;2014;00:01:37;Italija;Evropa;Prirodne nauke
5945;Ekonomija, bankarstvo i finansije;330;320;38.46%;2014;00:00:54;Mađarska;Evropa;Društvene nauke
5946;Tehnologija;353;321;51.75%;2014;00:01:47;Kina;Azija;Tehničke nauke
5947;Tehnologija;291;274;43.84%;2014;00:01:06;Japan;Azija;Tehničke nauke
5949;Antropologija i etnologija;100;97;52.94%;2014;00:01:29;Poljska;Evropa;Humanističke nauke
5950;Ekonomija, bankarstvo i finansije;255;241;56.92%;2014;00:00:58;Italija;Evropa;Društvene nauke
5952;Biološke nauke;382;356;48.33%;2014;00:01:34;UK;Evropa;Prirodne nauke
5953;Biotehnologija;227;221;31.58%;2014;00:00:51;UK;Evropa;Biotehničke nauke
5955;Informacione tehnologije;123;118;22.73%;2014;00:01:07;UK;Evropa;Tehničke nauke
5956;Informacione tehnologije;140;134;52.63%;2014;00:01:20;UK;Evropa;Tehničke nauke
5957;Filmska umetnost;172;165;41.03%;2014;00:01:02;UK;Evropa;Tehničke nauke
5959;Likovna umetnost;454;416;49.47%;2014;00:01:49;UK;Evropa;Umetnost
5961;Fizika;615;572;31.03%;2014;00:01:08;Italija;Evropa;Prirodne nauke
5962;Ekonomija, bankarstvo i finansije;254;232;26.61%;2014;00:01:03;Rumunija;Evropa;Društvene nauke
5964;Biološke nauke;915;848;35.84%;2014;00:01:13;Nemačka;Evropa;Prirodne nauke
5965;Ekonomija, bankarstvo i finansije;629;594;43.44%;2014;00:01:09;Nemačka;Evropa;Društvene nauke
5966;Biološke nauke;150;137;29.79%;2014;00:01:22;Danska;Evropa;Prirodne nauke
5967;Arhitektura;445;410;40.00%;2014;00:00:56;Nemačka;Evropa;Tehničke nauke
5969;Političke nauke;219;213;71.88%;2014;00:00:57;Nemačka;Evropa;Društvene nauke
5970;Medicina;151;138;38.71%;2014;00:01:08;Italija;Evropa;Medicinske nauke
5971;Biološke nauke;299;271;64.86%;2014;00:01:37;Norveška;Evropa;Prirodne nauke
5972;Matematika;29;29;70.00%;2014;00:01:41;Francuska;Evropa;Prirodne nauke
5973;Informacione tehnologije;41;39;100.00%;2014;00:00:47;Francuska;Evropa;Tehničke nauke
5974;Likovna umetnost;352;301;59.15%;2014;00:02:07;UK;Evropa;Umetnost
5975;Matematika;151;144;34.62%;2014;00:01:03;Australija;Australija;Prirodne nauke
5978;Likovna umetnost;453;426;15.74%;2014;00:00:55;SAD;Severna Amerika;Umetnost
5980;Zaštita životne sredine (ekologija);446;426;19.20%;2014;00:01:05;SAD;Severna Amerika;Prirodne nauke
5982;Ekonomija, bankarstvo i finansije;72;70;76.47%;2014;00:00:45;Italija;Evropa;Društvene nauke
5983;Političke nauke;623;595;54.17%;2014;00:01:15;Nemačka;Evropa;Društvene nauke
5984;Biotehnologija;67;63;55.00%;2014;00:01:03;Holandija;Evropa;Biotehničke nauke
5985;Antropologija i etnologija;39;38;71.43%;2014;00:01:16;Holandija;Evropa;Humanističke nauke
5992;Ekonomija, bankarstvo i finansije;504;471;35.00%;2014;00:01:13;Luksemburg;Evropa;Društvene nauke
5994;Filologija;232;214;65.00%;2014;00:02:01;UK;Evropa;Humanističke nauke
5995;Fotografija;126;120;67.92%;2014;00:01:17;SAD;Severna Amerika;Umetnost
5997;Informacione tehnologije;270;248;69.23%;2014;00:01:12;Srbija;Evropa;Tehničke nauke
5998;Informacione tehnologije;74;67;71.43%;2014;00:02:02;Srbija;Evropa;Tehničke nauke
5999;Zaštita životne sredine (ekologija);549;518;53.80%;2014;00:01:41;Nemačka;Evropa;Prirodne nauke
6000;Političke nauke;153;147;18.18%;2014;00:01:03;Rumunija;Evropa;Društvene nauke
6001;Političke nauke;340;317;14.08%;2014;00:01:17;Belgija;Evropa;Društvene nauke
6002;Filologija;223;198;50.68%;2014;00:01:27;Norveška;Evropa;Humanističke nauke
6005;Ekonomija, bankarstvo i finansije;306;281;35.94%;2014;00:01:06;SAD;Severna Amerika;Društvene nauke
6006;Filologija;864;806;29.02%;2014;00:01:11;Island;Evropa;Humanističke nauke
6011;Informacione tehnologije;306;293;72.34%;2014;00:01:05;Švajcarska;Evropa;Tehničke nauke
6015;Likovna umetnost;296;272;63.81%;2014;00:01:43;Japan;Azija;Umetnost
6016;Geološke nauke;98;90;66.67%;2014;00:01:31;Nemačka;Evropa;Prirodne nauke
6020;Pravo;192;179;43.59%;2014;00:00:57;UK;Evropa;Društvene nauke
6021;Ekonomija, bankarstvo i finansije;77;68;44.44%;2014;00:00:57;SAD;Severna Amerika;Društvene nauke
6022;Informacione tehnologije;38;37;75.00%;2014;00:01:57;SAD;Severna Amerika;Tehničke nauke
6024;Filozofija;197;184;60.87%;2014;00:01:30;Norveška;Evropa;Humanističke nauke
6025;Menadžment;296;275;63.74%;2014;00:01:55;Japan;Evropa;Društvene nauke
6026;Ekonomija, bankarstvo i finansije;371;355;34.88%;2014;00:00:55;Finska;Evropa;Društvene nauke
6027;Pravo;1682;1542;50.00%;2014;00:01:20;Nemačka;Evropa;Društvene nauke
6028;Medicina;258;247;41.30%;2014;00:01:06;UK;Evropa;Medicinske nauke
6029;Informacione tehnologije;125;116;15.91%;2014;00:01:12;Australija;Australija;Tehničke nauke
6030;Ekonomija, bankarstvo i finansije;777;727;47.98%;2014;00:01:38;Italija;Evropa;Društvene nauke
6031;Pravo;369;351;38.78%;2014;00:01:09;Slovenija;Evropa;Društvene nauke
6032;Likovna umetnost;348;338;55.61%;2014;00:01:05;Italija;Evropa;Umetnost
6035;Mediji i komunikacije;152;142;37.50%;2014;00:00:56;SAD;Severna Amerika;Društvene nauke
6036;Digitalna umetnost;84;75;11.11%;2014;00:01:35;Holandija;Evropa;Umetnost
6037;Geološke nauke;85;79;50.00%;2014;00:01:01;Norveška;Evropa;Prirodne nauke
6039;Ekonomija, bankarstvo i finansije;376;356;18.18%;2014;00:00:43;Nemačka;Evropa;Društvene nauke
6040;Istorija;114;113;33.33%;2014;00:00:47;Nemačka;Evropa;Humanističke nauke
6041;Menadžment;269;257;33.33%;2014;00:01:15;Australija;Australija;Društvene nauke
6043;Filmska umetnost;811;743;69.08%;2014;00:02:04;Nemačka;Evropa;Umetnost
6044;Ekonomija, bankarstvo i finansije;413;395;42.11%;2014;00:01:17;Nemačka;Evropa;Društvene nauke
6046;Mediji i komunikacije;228;211;56.25%;2014;00:01:03;SAD;Severna Amerika;Društvene nauke
6048;Ekonomija, bankarstvo i finansije;1134;1037;40.95%;2014;00:01:03;Italija;Evropa;Društvene nauke
6049;Mediji i komunikacije;190;176;54.13%;2014;00:02:16;Češka;Evropa;Društvene nauke
6050;Političke nauke;330;314;60.38%;2014;00:01:17;Nemačka;Evropa;Društvene nauke
6051;Ekonomija, bankarstvo i finansije;324;299;42.67%;2014;00:00:59;Austrija;Evropa;Društvene nauke
6052;Inženjerstvo;320;296;41.18%;2014;00:00:59;UK;Evropa;Tehničke nauke
6053;Geološke nauke;299;284;50.00%;2014;00:01:11;Nemačka;Evropa;Prirodne nauke
6054;Pravo;197;180;46.67%;2014;00:01:40;UK;Evropa;Društvene nauke
6055;Menadžment;605;569;53.15%;2014;00:01:32;Holandija;Evropa;Društvene nauke
6056;Ekonomija, bankarstvo i finansije;230;216;24.64%;2014;00:00:57;Italija;Evropa;Društvene nauke
6057;Ekonomija, bankarstvo i finansije;566;544;40.59%;2014;00:00:57;Nemačka;Evropa;Društvene nauke
6059;Tehnologija;385;363;29.17%;2014;00:01:26;Novi Zeland;Australija;Tehničke nauke
6060;Biohemija i molekularna biologija;620;580;35.33%;2014;00:00:55;Australija;Australija;Prirodne nauke
6062;Fizika;834;771;35.37%;2014;00:01:08;UK;Evropa;Prirodne nauke
6064;Ekonomija, bankarstvo i finansije;379;345;60.94%;2014;00:01:04;Švajcarska;Evropa;Društvene nauke
6065;Istorija;181;173;55.81%;2014;00:01:17;Nemačka;Evropa;Humanističke nauke
6066;Teologija;718;671;60.12%;2014;00:01:47;Novi Zeland;Australija;Humanističke nauke
6068;Biološke nauke;134;127;52.38%;2014;00:01:15;Holandija;Evropa;Prirodne nauke
6069;Ekonomija, bankarstvo i finansije;2366;2218;61.00%;2014;00:01:28;UK;Evropa;Društvene nauke
6070;Biološke nauke;183;171;70.59%;2014;00:01:06;Nemačka;Evropa;Prirodne nauke
6071;Menadžment;173;164;68.00%;2014;00:01:48;Italija;Evropa;Društvene nauke
6072;Antropologija i etnologija;108;103;88.89%;2014;00:01:18;SAD;Severna Amerika;Humanističke nauke
6073;Pravo;157;137;45.61%;2014;00:01:58;Bosna i Hercegovina;Evropa;Društvene nauke
6076;Informacione tehnologije;801;747;55.32%;2014;00:01:25;Srbija;Evropa;Tehničke nauke
6078;Zaštita životne sredine (ekologija);843;783;69.57%;2014;00:01:28;Češka;Evropa;Prirodne nauke
6079;Sociologija;277;256;50.00%;2014;00:01:32;UK;Evropa;Društvene nauke
6080;Filologija;356;328;64.00%;2014;00:01:08;SAD;Severna Amerika;Humanističke nauke
6081;Političke nauke;297;277;42.11%;2014;00:01:26;UK;Evropa;Društvene nauke
6082;Filmska umetnost;162;154;68.35%;2014;00:01:36;Japan;Azija;Umetnost
6083;Fizika;171;160;28.57%;2014;00:00:58;SAD;Severna Amerika;Prirodne nauke
6084;Pravo;381;324;69.92%;2014;00:03:44;SAD;Severna Amerika;Društvene nauke
6085;Zaštita životne sredine (ekologija);383;363;55.75%;2014;00:01:10;Norveška;Evropa;Prirodne nauke
6086;Biološke nauke;600;553;54.72%;2014;00:01:36;Austrija;Evropa;Prirodne nauke
6088;Ekonomija, bankarstvo i finansije;781;728;58.65%;2014;00:01:11;UK;Evropa;Društvene nauke
6089;Menadžment;563;513;71.58%;2014;00:01:25;UK;Evropa;Društvene nauke
6090;Ekonomija, bankarstvo i finansije;495;471;32.61%;2014;00:01:14;Italija;Evropa;Društvene nauke
6091;Ekonomija, bankarstvo i finansije;377;359;66.13%;2014;00:01:05;Srbija;Evropa;Društvene nauke
6092;Fotografija;629;615;77.54%;2014;00:01:15;Holandija;Evropa;Tehničke nauke
6093;Pravo;186;180;62.50%;2014;00:00:42;Nemačka;Evropa;Društvene nauke
6097;Ekonomija, bankarstvo i finansije;242;238;45.19%;2014;00:01:03;Srbija;Evropa;Društvene nauke
6099;Filmska umetnost;127;120;79.07%;2014;00:01:14;Slovačka;Evropa;Umetnost
6100;Političke nauke;52;49;0.00%;2014;00:00:45;Nemačka;Evropa;Društvene nauke
6103;Ekonomija, bankarstvo i finansije;436;405;38.32%;2014;00:01:28;Nemačka;Evropa;Društvene nauke
6104;Ekonomija, bankarstvo i finansije;132;122;46.15%;2014;00:01:26;SAD;Severna Amerika;Društvene nauke
6106;Filologija;67;66;66.67%;2014;00:00:47;Estonija;Evropa;Humanističke nauke
6108;Ekonomija, bankarstvo i finansije;264;250;66.67%;2014;00:01:26;Srbija;Evropa;Društvene nauke
6109;Pravo;336;315;58.62%;2014;00:01:38;SAD;Severna Amerika;Društvene nauke
6110;Biološke nauke;266;244;35.00%;2014;00:01:10;Švajcarska;Evropa;Prirodne nauke
6113;Biološke nauke;199;189;55.00%;2014;00:00:56;UK;Evropa;Prirodne nauke
6115;Pravo;119;113;60.98%;2014;00:01:28;Danska;Evropa;Društvene nauke
6116;Matematika;458;426;69.92%;2014;00:01:38;SAD;Severna Amerika;Prirodne nauke
6117;Informacione tehnologije;876;808;59.47%;2014;00:01:30;Srbija;Evropa;Tehničke nauke
6118;Menadžment;190;175;69.33%;2014;00:01:58;Srbija;Evropa;Društvene nauke
6119;Ekonomija, bankarstvo i finansije;75;66;50.00%;2014;00:00:56;Italija;Evropa;Društvene nauke
6120;Ekonomija, bankarstvo i finansije;792;737;59.82%;2014;00:01:18;SAD;Severna Amerika;Društvene nauke
6121;Biološke nauke;112;106;52.38%;2014;00:01:22;Finska;Evropa;Prirodne nauke
6125;Fizika;669;611;46.46%;2014;00:01:48;Švajcarska;Evropa;Prirodne nauke
6126;Dizajn ;1139;998;55.05%;2014;00:02:07;Italija;Evropa;Tehničke nauke
6127;Političke nauke;2558;2360;65.28%;2014;00:01:28;Srbija;Evropa;Društvene nauke
6130;Informacione tehnologije;117;114;64.71%;2014;00:01:26;Italija;Evropa;Tehničke nauke
6131;Ekonomija, bankarstvo i finansije;159;151;55.56%;2014;00:00:52;Italija;Evropa;Društvene nauke
6132;Likovna umetnost;262;232;58.57%;2014;00:01:44;Finska;Evropa;Umetnost
6134;Likovna umetnost;275;263;68.18%;2014;00:01:25;SAD;Severna Amerika;Umetnost
6136;Političke nauke;424;398;21.74%;2014;00:00:59;SAD;Severna Amerika;Društvene nauke
6137;Zaštita životne sredine (ekologija);328;313;47.83%;2014;00:01:03;Češka;Evropa;Prirodne nauke
6138;Marketing i PR;184;176;70.00%;2014;00:02:02;Srbija;Evropa;Društvene nauke
6140;Informacione tehnologije;76;72;85.71%;2014;00:00:37;Španija;Evropa;Tehničke nauke
6141;Političke nauke;304;291;53.19%;2014;00:01:00;Tajland;Azija;Društvene nauke
6144;Zaštita životne sredine (ekologija);498;450;52.78%;2014;00:01:18;SAD;Severna Amerika;Prirodne nauke
6145;Fotografija;201;184;64.38%;2014;00:01:37;UK;Evropa;Umetnost
6146;Ekonomija, bankarstvo i finansije;99;89;66.67%;2014;00:01:26;Luksemburg;Evropa;Društvene nauke
6153;Medicina;183;171;85.71%;2014;00:01:02;Australija;Australija;Medicinske nauke
6154;Zaštita životne sredine (ekologija);494;454;62.79%;2014;00:01:41;SAD;Severna Amerika;Prirodne nauke
6159;Filmska umetnost;595;542;60.11%;2014;00:01:32;Francuska;Evropa;Tehničke nauke
6160;Hemija;78;72;80.00%;2014;00:01:06;Australija;Australija;Prirodne nauke
6161;Filozofija;249;210;61.33%;2014;00:03:02;Belgija;Evropa;Tehničke nauke
6162;Političke nauke;91;82;20.00%;2014;00:01:11;SAD;Severna Amerika;Društvene nauke
6163;Likovna umetnost;308;288;33.33%;2014;00:01:17;Nemačka;Evropa;Umetnost
6166;Biohemija i molekularna biologija;295;270;64.04%;2014;00:01:47;Nemačka;Evropa;Prirodne nauke
6167;Ekonomija, bankarstvo i finansije;919;856;58.29%;2014;00:01:36;Srbija;Evropa;Društvene nauke
6168;Likovna umetnost;451;423;69.72%;2014;00:01:48;Slovenija;Evropa;Umetnost
6171;Inženjerstvo;168;160;41.30%;2014;00:00:51;UK;Evropa;Tehničke nauke
6172;Fotografija;285;269;31.82%;2014;00:00:52;SAD;Severna Amerika;Umetnost
6173;Fizika;154;142;51.43%;2014;00:00:44;Nemačka;Evropa;Prirodne nauke
6176;Ekonomija, bankarstvo i finansije;509;476;68.22%;2014;00:01:27;Japan;Azija;Društvene nauke
6177;Ekonomija, bankarstvo i finansije;222;211;28.57%;2014;00:00:42;Rumunija;Evropa;Društvene nauke
6178;Fizika;402;384;52.94%;2014;00:00:49;Austrija;Evropa;Prirodne nauke
6179;Informacione tehnologije;506;481;56.36%;2014;00:01:07;Srbija;Evropa;Tehničke nauke
6180;Istorija;137;130;31.58%;2014;00:00:52;Turska;Evropa;Humanističke nauke
6181;Informacione tehnologije;495;468;70.30%;2014;00:01:35;Francuska;Evropa;Tehničke nauke
6182;Ekonomija, bankarstvo i finansije;649;615;51.61%;2014;00:01:24;Srbija;Evropa;Društvene nauke
6183;Matematika;623;579;83.25%;2014;00:01:35;Mađarska;Evropa;Prirodne nauke
6186;Medicina;494;444;85.20%;2014;00:02:04;Švajcarska;Evropa;Medicinske nauke
6187;Ekonomija, bankarstvo i finansije;375;345;63.22%;2014;00:01:17;Danska;Evropa;Društvene nauke
6188;Likovna umetnost;335;315;77.03%;2014;00:01:47;SAD;Severna Amerika;Umetnost
6189;Istorija;61;57;68.97%;2014;00:01:50;Holandija;Evropa;Humanističke nauke
6192;Ekonomija, bankarstvo i finansije;671;641;55.12%;2014;00:01:01;Švajcarska;Evropa;Društvene nauke
6198;Pravo;520;480;41.86%;2014;00:01:16;Mađarska;Evropa;Društvene nauke
6199;Likovna umetnost;286;274;63.41%;2014;00:00:51;SAD;Severna Amerika;Umetnost
6204;Fizika;83;74;50.00%;2014;00:01:16;Austrija;Evropa;Prirodne nauke
6206;Ekonomija, bankarstvo i finansije;159;141;14.29%;2014;00:01:22;Austrija;Evropa;Društvene nauke
6207;Ekonomija, bankarstvo i finansije;939;868;52.10%;2014;00:01:04;Švajcarska;Evropa;Društvene nauke
6209;Matematika;104;96;62.50%;2014;00:00:55;Mađarska;Evropa;Prirodne nauke
6211;Biološke nauke;446;418;52.00%;2014;00:01:10;Nemačka;Evropa;Prirodne nauke
6212;Istorija;166;159;50.00%;2014;00:00:46;Jermenija;Azija;Humanističke nauke
6214;Geološke nauke;497;463;45.97%;2014;00:01:23;SAD;Severna Amerika;Prirodne nauke
6216;Književnost;197;191;32.35%;2014;00:00:50;SAD;Severna Amerika;Umetnost
6217;Medicina;128;120;60.00%;2014;00:01:00;UK;Evropa;Medicinske nauke
6219;Političke nauke;139;133;25.00%;2014;00:01:04;UK;Evropa;Društvene nauke
6220;Ekonomija, bankarstvo i finansije;168;160;26.83%;2014;00:01:14;Rumunija;Evropa;Društvene nauke
6223;Medicina;152;148;65.22%;2014;00:00:49;SAD;Severna Amerika;Medicinske nauke
6224;Informacione tehnologije;76;74;61.11%;2014;00:00:40;Austrija;Evropa;Tehničke nauke
6226;Fizika;220;200;68.18%;2014;00:01:28;Nemačka;Evropa;Prirodne nauke
6227;Tehnologija;124;118;55.56%;2014;00:01:08;Kina;Azija;Tehničke nauke
6228;Fizika;112;103;25.00%;2014;00:00:40;Srbija;Evropa;Prirodne nauke
6229;Biološke nauke;146;141;50.00%;2014;00:01:15;Nemačka;Evropa;Prirodne nauke
6230;Biološke nauke;125;121;62.50%;2014;00:01:13;UK;Evropa;Prirodne nauke
6231;Biološke nauke;301;288;73.02%;2014;00:01:08;UK;Evropa;Prirodne nauke
6235;Biološke nauke;184;176;42.00%;2014;00:01:03;Norveška;Evropa;Prirodne nauke
6236;Filmska umetnost;117;112;54.17%;2014;00:01:17;Italija;Evropa;Tehničke nauke
6237;Fizika;235;221;51.43%;2014;00:00:47;Austrija;Evropa;Prirodne nauke
6243;Elektrotehnika;80;74;50.00%;2014;00:02:03;Švajcarska;Evropa;Tehničke nauke
6244;Tehnologija;391;371;48.53%;2014;00:01:14;Francuska;Evropa;Tehničke nauke
6245;Književnost;261;251;42.65%;2014;00:00:57;Nemačka;Evropa;Umetnost
6248;Fizika;193;181;70.00%;2014;00:00:49;SAD;Severna Amerika;Prirodne nauke
6250;Likovna umetnost;215;201;56.67%;2014;00:01:51;SAD;Severna Amerika;Umetnost
6251;Istorija;188;179;73.91%;2014;00:00:37;Nemačka;Evropa;Humanističke nauke
6252;Dramska umetnost;117;112;29.03%;2014;00:00:57;Nemačka;Evropa;Umetnost
6255;Likovna umetnost;304;293;76.00%;2014;00:01:26;UK;Evropa;Tehničke nauke
6256;Matematika;330;307;59.46%;2014;00:01:25;Mađarska;Evropa;Prirodne nauke
6258;Informacione tehnologije;71;67;66.67%;2014;00:01:20;UK;Evropa;Tehničke nauke
6259;Istorija;202;184;87.10%;2014;00:01:00;Nemačka;Evropa;Humanističke nauke
6260;Fizika;109;103;58.70%;2014;00:01:11;Srbija;Evropa;Prirodne nauke
6261;Biološke nauke;497;462;71.19%;2014;00:01:40;Francuska;Evropa;Prirodne nauke
6262;Likovna umetnost;85;75;61.54%;2014;00:01:09;Nemačka;Evropa;Umetnost
6263;Likovna umetnost;449;428;30.14%;2014;00:00:46;UK;Evropa;Umetnost
6268;Ekonomija, bankarstvo i finansije;127;119;85.71%;2014;00:01:20;UK;Evropa;Društvene nauke
6269;Ekonomija, bankarstvo i finansije;88;76;100.00%;2014;00:01:14;UK;Evropa;Društvene nauke
6270;Informacione tehnologije;298;269;58.33%;2014;00:02:04;Italija;Evropa;Tehničke nauke
6271;Zaštita životne sredine (ekologija);242;221;41.67%;2014;00:01:31;Švedska;Evropa;Prirodne nauke
6272;Ekonomija, bankarstvo i finansije;196;179;28.00%;2014;00:00:53;Austrija;Evropa;Društvene nauke
6273;Ekonomija, bankarstvo i finansije;159;148;20.00%;2014;00:00:51;Nemačka;Evropa;Društvene nauke
6274;Mediji i komunikacije;1093;1002;48.45%;2014;00:01:22;Austrija;Evropa;Društvene nauke
6275;Informacione tehnologije;189;181;44.74%;2014;00:00:47;Španija;Evropa;Tehničke nauke
6277;Ekonomija, bankarstvo i finansije;181;171;58.54%;2014;00:01:03;SAD;Severna Amerika;Društvene nauke
6280;Muzička umetnost;68;61;65.00%;2014;00:02:05;SAD;Severna Amerika;Umetnost
6281;Književnost;341;322;58.70%;2014;00:00:43;Austrija;Evropa;Umetnost
6282;Ekonomija, bankarstvo i finansije;260;247;50.00%;2014;00:01:28;Austrija;Evropa;Društvene nauke
6283;Likovna umetnost;73;68;25.00%;2014;00:01:07;UK;Evropa;Umetnost
6284;Zaštita životne sredine (ekologija);313;282;51.85%;2014;00:02:35;Švedska;Evropa;Prirodne nauke
6286;Mediji i komunikacije;62;62;66.67%;2014;00:00:42;Makedonija;Evropa;Društvene nauke
6287;Tehnologija;292;273;53.62%;2014;00:01:13;Austrija;Evropa;Tehničke nauke
6288;Ekonomija, bankarstvo i finansije;223;209;57.89%;2014;00:01:14;Nemačka;Evropa;Društvene nauke
6290;Biološke nauke;23;23;50.00%;2014;00:00:51;Rumunija;Evropa;Prirodne nauke
6291;Fizika;563;525;63.40%;2014;00:01:57;EU;EU;Prirodne nauke
6293;Filmska umetnost;121;114;44.19%;2014;00:01:11;UK;Evropa;Umetnost
6294;Likovna umetnost;184;168;60.00%;2014;00:01:53;Luksemburg;Evropa;Umetnost
6295;Fizika;291;280;73.08%;2014;00:01:50;Švajcarska;Evropa;Prirodne nauke
6296;Ekonomija, bankarstvo i finansije;20;20;50.00%;2014;00:00:32;UK;Evropa;Društvene nauke
6297;Filozofija;154;154;46.67%;2014;00:01:06;SAD;Severna Amerika;Tehničke nauke
6300;Mediji i komunikacije;151;143;57.89%;2014;00:01:27;Rumunija;Evropa;Društvene nauke
6301;Informacione tehnologije;148;143;47.37%;2014;00:01:09;SAD;Severna Amerika;Tehničke nauke
6303;Fizika;110;100;58.82%;2014;00:03:08;Estonija;Evropa;Prirodne nauke
